"","ID","label","type","Defs","Pref","label.final","label.nospace"
"533","obo.PATO_0000302","obsolete relative speed value","class","na","PATO","obsolete_relative_speed_value","obsolete_relative_speed_value"
"534","obo.PATO_0000303","increased speed","class","A speed which is relatively high.","PATO","increased_speed","increased_speed"
"535","obo.PATO_0000461","normal","class","A quality inhering in a bearer by virtue of the bearer\'s exhibiting no deviation from normal or average.","PATO","normal","normal"
"536","obo.PATO_0002305","increased object quality","class","A quality of an object that has a value that is increased compared to normal or average.","PATO","increased_object_quality","increased_object_quality"
"537","obo.PATO_0000304","decreased speed","class","A speed which is relatively low.","PATO","decreased_speed","decreased_speed"
"538","obo.PATO_0002303","decreased object quality","class","A quality of an object that has a value that is decreased compared to normal or average.","PATO","decreased_object_quality","decreased_object_quality"
"539","obo.PATO_0000305","obsolete age value","class","na","PATO","obsolete_age_value","obsolete_age_value"
"540","obo.PATO_0000306","obsolete absolute age value","class","na","PATO","obsolete_absolute_age_value","obsolete_absolute_age_value"
"541","obo.PATO_0000307","obsolete relative age value","class","na","PATO","obsolete_relative_age_value","obsolete_relative_age_value"
"542","obo.PATO_0000308","old","class","An age which is relatively high.","PATO","old","old"
"543","obo.PATO_0000309","young","class","An age which is relatively low.","PATO","young","young"
"544","obo.PATO_0000310","obsolete color value","class","na","PATO","obsolete_color_value","obsolete_color_value"
"545","obo.PATO_0000311","obsolete color hue value","class","na","PATO","obsolete_color_hue_value","obsolete_color_hue_value"
"546","obo.PATO_0000312","obsolete color intensity value","class","na","PATO","obsolete_color_intensity_value","obsolete_color_intensity_value"
"547","obo.PATO_0000313","obsolete color saturation value","class","na","PATO","obsolete_color_saturation_value","obsolete_color_saturation_value"
"548","obo.PATO_0000314","obsolete flourescence value","class","na","PATO","obsolete_flourescence_value","obsolete_flourescence_value"
"549","obo.PATO_0000315","obsolete color pattern value","class","na","PATO","obsolete_color_pattern_value","obsolete_color_pattern_value"
"550","obo.PATO_0000316","obsolete relative color value","class","na","PATO","obsolete_relative_color_value","obsolete_relative_color_value"
"551","obo.PATO_0000317","black","class","A color that lacks any hues as parts.","PATO","black","black"
"552","obo.PATO_0000318","blue","class","A color hue with low wavelength of that portion of the visible spectrum lying between green and indigo, evoked in the human observer by radiant energy with wavelengths of approximately 420 to 490 nanometers.","PATO","blue","blue"
"553","obo.PATO_0000319","cyan","class","A color consisting of green and blue hue.","PATO","cyan","cyan"
"554","obo.PATO_0000320","green","class","A color hue with medium-low wavelength of that portion of the visible spectrum lying between yellow and blue, evoked in the human observer by radiant energy with wavelengths of approximately 490 to 570 nanometers.","PATO","green","green"
"555","obo.PATO_0000321","magenta","class","A color consisting of red and blue hues.","PATO","magenta","magenta"
"556","obo.PATO_0000322","red","class","A color hue with high wavelength of the long-wave end of the visible spectrum, evoked in the human observer by radiant energy with wavelengths of approximately 630 to 750 nanometers.","PATO","red","red"
"557","obo.PATO_0000323","white","class","An achromatic color of maximum brightness; the color of objects that reflect nearly all light of all visible wavelengths.","PATO","white","white"
"558","obo.PATO_0000324","yellow","class","A color hue with medium wavelength of that portion of the visible spectrum lying between orange and green, evoked in the human observer by radiant energy with wavelengths of approximately 570 to 590 nanometers.","PATO","yellow","yellow"
"559","obo.PATO_0000325","obsolete bright","class","na","PATO","obsolete_bright","obsolete_bright"
"560","obo.PATO_0000326","obsolete dim","class","na","PATO","obsolete_dim","obsolete_dim"
"561","obo.PATO_0000327","low brightness","class","A color brightness which is relatively low.","PATO","low_brightness","low_brightness"
"562","obo.PATO_0000665","high brightness","class","A color brightness which is relatively high.","PATO","high_brightness","high_brightness"
"563","obo.PATO_0000328","low saturation","class","A color saturation which is of low purity.","PATO","low_saturation","low_saturation"
"564","obo.PATO_0001229","high saturation","class","A color saturation which is of high purity.","PATO","high_saturation","high_saturation"
"565","obo.PATO_0000329","blotchy","class","A color pattern inhering in a bearer by virtue of bearer\'s being marked with irregularly shaped spots or blots of a different hue or degree of saturation.","PATO","blotchy","blotchy"
"566","obo.PATO_0001533","multi-colored","class","A color pattern inhering in a bearer by virtue of bearer\'s having two or more hues or degrees of saturation.","PATO","multi-colored","multi-colored"
"567","obo.PATO_0000330","irregular spatial pattern","class","A spatial pattern inhering in a bearer by virtue of the bearer\'s magnitude of or the relationships between its repeated parts lack consistency.","PATO","irregular_spatial_pattern","irregular_spatial_pattern"
"568","obo.PATO_0000440","regular spatial pattern","class","A pattern quality inhering in a bearer by virtue of the bearer\'s having a repeatable or predictable placement.","PATO","regular_spatial_pattern","regular_spatial_pattern"
"569","obo.PATO_0000331","discolored","class","A color quality inhering in a bearer by virtue of the bearer\'s being altered or spoiled in color.","PATO","discolored","discolored"
"570","obo.PATO_0000336","colored","class","A color quality inhering in a bearer by virtue of the bearer\'s having color.","PATO","colored","colored"
"571","obo.PATO_0000332","na","class","na","PATO","obo.PATO_0000332","obo.PATO_0000332"
"572","obo.PATO_0000333","spotted","class","A color pattern inhering in a bearer by virtue of bearer\'s being marked with a round area of different hue or degree of saturation.","PATO","spotted","spotted"
"573","obo.PATO_0000334","na","class","na","PATO","obo.PATO_0000334","obo.PATO_0000334"
"574","obo.PATO_0000337","colorless","class","A color quality inhering in a bearer by virtue of the bearer\'s lacking color.","PATO","colorless","colorless"
"575","obo.PATO_0000335","obsolete variegated","class","na","PATO","obsolete_variegated","obsolete_variegated"
"576","obo.PATO_0000338","obsolete compatability value","class","na","PATO","obsolete_compatability_value","obsolete_compatability_value"
"577","obo.PATO_0000339","obsolete gametophytic compatability value","class","na","PATO","obsolete_gametophytic_compatability_value","obsolete_gametophytic_compatability_value"
"578","obo.PATO_0000340","obsolete relative compatability value","class","na","PATO","obsolete_relative_compatability_value","obsolete_relative_compatability_value"
"579","obo.PATO_0000341","obsolete sporophytic compatability value","class","na","PATO","obsolete_sporophytic_compatability_value","obsolete_sporophytic_compatability_value"
"580","obo.PATO_0000342","obsolete gametophyte compatible value","class","na","PATO","obsolete_gametophyte_compatible_value","obsolete_gametophyte_compatible_value"
"581","obo.PATO_0000343","obsolete gametophyte incompatible value","class","na","PATO","obsolete_gametophyte_incompatible_value","obsolete_gametophyte_incompatible_value"
"582","obo.PATO_0000344","compatible","class","A compatibility quality inhering in a bearer by virtue of the bearer\'s being capable of harmonious coexistence.","PATO","compatible","compatible"
"583","obo.PATO_0000345","incompatible","class","A compatibility quality inhering in a bearer by virtue of the bearer\'s being incapable of harmonious coexistence.","PATO","incompatible","incompatible"
"584","obo.PATO_0000346","obsolete sporophyte compatible value","class","na","PATO","obsolete_sporophyte_compatible_value","obsolete_sporophyte_compatible_value"
"585","obo.PATO_0000347","obsolete sporophyte incompatible value","class","na","PATO","obsolete_sporophyte_incompatible_value","obsolete_sporophyte_incompatible_value"
"586","obo.PATO_0000348","obsolete composition value","class","na","PATO","obsolete_composition_value","obsolete_composition_value"
"587","obo.PATO_0000349","obsolete carbohydrate composition value","class","na","PATO","obsolete_carbohydrate_composition_value","obsolete_carbohydrate_composition_value"
"588","obo.PATO_0000350","obsolete electrolyte composition value","class","na","PATO","obsolete_electrolyte_composition_value","obsolete_electrolyte_composition_value"
"589","obo.PATO_0000351","obsolete macromolecular composition value","class","na","PATO","obsolete_macromolecular_composition_value","obsolete_macromolecular_composition_value"
"590","obo.PATO_0000352","obsolete metabolite composition value","class","na","PATO","obsolete_metabolite_composition_value","obsolete_metabolite_composition_value"
"591","obo.PATO_0000353","obsolete secondary product composition value","class","na","PATO","obsolete_secondary_product_composition_value","obsolete_secondary_product_composition_value"
"592","obo.PATO_0000354","obsolete protein composition value","class","na","PATO","obsolete_protein_composition_value","obsolete_protein_composition_value"
"593","obo.PATO_0000355","obsolete enzyme composition value","class","na","PATO","obsolete_enzyme_composition_value","obsolete_enzyme_composition_value"
"594","obo.PATO_0000356","obsolete concentration value","class","na","PATO","obsolete_concentration_value","obsolete_concentration_value"
"595","obo.PATO_0000357","obsolete protein concentration value","class","na","PATO","obsolete_protein_concentration_value","obsolete_protein_concentration_value"
"596","obo.PATO_0000358","obsolete sugar concentration value","class","na","PATO","obsolete_sugar_concentration_value","obsolete_sugar_concentration_value"
"597","obo.PATO_0000359","obsolete water content value","class","na","PATO","obsolete_water_content_value","obsolete_water_content_value"
"598","obo.PATO_0000360","obsolete consistency value","class","na","PATO","obsolete_consistency_value","obsolete_consistency_value"
"599","obo.PATO_0000361","obsolete gel consistency value","class","na","PATO","obsolete_gel_consistency_value","obsolete_gel_consistency_value"
"600","obo.PATO_0000362","obsolete direction value","class","na","PATO","obsolete_direction_value","obsolete_direction_value"
"601","obo.PATO_0000363","obsolete away","class","na","PATO","obsolete_away","obsolete_away"
"602","obo.PATO_0000364","obsolete bi-directional","class","na","PATO","obsolete_bi-directional","obsolete_bi-directional"
"603","obo.PATO_0000365","down","class","A directional quality inhering in a bearer by virtue of the bearer\'s direction from a higher to a lower point.","PATO","down","down"
"604","obo.PATO_0000370","up","class","A directional quality inhering in a bearer by virtue of the bearer\'s direction from a lower to a higher point.","PATO","up","up"
"605","obo.PATO_0000366","left","class","A directional quality inhering in a bearer by virtue of the bearer\'s direction that is similar to the direction of an object to the north when it faces east.","PATO","left","left"
"606","obo.PATO_0000367","right","class","A directional quality inhering in a bearer by virtue of the bearer\'s direction that is similar to the direction of an object to the north when it faces west.","PATO","right","right"
"607","obo.PATO_0000368","obsolete towards1","class","na","PATO","obsolete_towards1","obsolete_towards1"
"608","obo.PATO_0000369","obsolete unidirectional","class","na","PATO","obsolete_unidirectional","obsolete_unidirectional"
"609","obo.PATO_0000371","obsolete distance value","class","na","PATO","obsolete_distance_value","obsolete_distance_value"
"610","obo.PATO_0000372","obsolete absolute distance value","class","na","PATO","obsolete_absolute_distance_value","obsolete_absolute_distance_value"
"611","obo.PATO_0000373","obsolete relative distance value","class","na","PATO","obsolete_relative_distance_value","obsolete_relative_distance_value"
"612","obo.PATO_0000374","increased distance","class","A distance which is greater relative to the normal or average.","PATO","increased_distance","increased_distance"
"613","obo.PATO_0000375","decreased distance","class","A distance which is lesser relative to the normal or average.","PATO","decreased_distance","decreased_distance"
